customer_tweet_id,customer_text,reply_text,human_intent
2950942,"@115858 @AppleSupport.  Hi, today in my e mail I can see a perchase order false. Dominium Appleid. https://t.co/wfV87axw8f","@814885 Thanks for reaching out. This would appear to be a phishing email and not from us. We would advise not clicking on any links or attachments in the email. For ways to report, please see: https://t.co/LNMCdqt6fD",apple_id_account
1632292,Really frustrated with @115858 and this bug when you type “i” correcting to I️.  FIX IT PLEASE @AppleSupport,@499484 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help.,ios_software_issue
429583,"@AppleSupport Yes, several times, those two updates keep on coming.",@217171 Let's boot into safe mode to see if they still appear there.  Here's how: https://t.co/PQ4LSYhUTY,ios_software_issue
1646699,@AppleSupport why do my I’s correct to I️,@503138 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,general_inquiry
49190,"Hey @115858 fuck off with these, I know it's y'all... https://t.co/NndbroFXhS",@126991 We'd love to look into it with you. Please send us a DM. https://t.co/GDrqU22YpT,general_inquiry
1442447,@AppleSupport why does my “I️” keep autocorrecting itself?,@454694 We’d be glad to start helping. Can you start by confirming your iOS version? Settings &gt; General &gt; About.,ios_software_issue
542442,Hey @AppleSupport fix your shit. My phone is basically a randomly locking brick now.,"@245901 Let's see how we can help. When you say it's randomly locking, is it restarting as well? If not, please let us know a few more details so we can provide you with the best assistance.",general_inquiry
2795926,@AppleSupport @121584 there is a bug on iMessage stickers for iOS 11 which leads to send stickers in small size. I paid to enjoy a sticker pack without ads and I have a sticker pack with bugs on iOS 11 and also ads . That is not fair at all. It’s disturbing to see ads all time,@541121 We want to help. DM us if this is happening with all your stickers packs and we'll go from there. https://t.co/GDrqU22YpT,app_service_issue
2909295,@AppleSupport It worked once last night but has gone straight back to this,@805461 Thanks for those details.  Are you able to run a diagnostic by following the steps here: https://t.co/ARmQ2Wcq04,general_inquiry
2500912,"@AppleSupport Hello I haven’t downloaded it before, this is why it’s causing the problems. Is this software free?","@146456 Got it, thanks! Upgrading to OS X El Capitan would be free, and so we can look closer into this with you, reach out to us in DM using the link below. https://t.co/GDrqU22YpT",ios_software_issue
2095926,@AppleSupport will there be an update on ios11? My phone is running very slow now and I have plenty of gb,"@619200 We’d like to look into this with you. To start, please send us a DM letting us know which iPhone you’re using. https://t.co/GDrqU22YpT",ios_software_issue
584807,@AppleSupport are you kidding me! Y’all fix the “I” problem! And now my “I.t” is trippin 🤨🧐😡😡😡🤬🤬🤬,"@258016 Thank you for reaching out to us. Let’s work together to find the best course of action for this issue. To start, what device model and software version are you using?",general_inquiry
302943,Wen y’all gon fix this stupid shit with the keyboard? @115858,"@188298 Let's take a closer look together. What exactly is happening with your device's keyboard and which model do you have?

Which exact OS version is installed and have you tried any steps yet?",ios_software_issue
1014401,"@AppleSupport not yet. i try to write a review about whatsapp on app store, but after fill my nickname, i cant send it and my review not show up",@360029 Our latest version of iOS is iOS 11.0.3. Are you fully up to date?,app_store_purchase
589459,@AppleSupport wth is this?#EndSlavery https://t.co/wlVV9GahlV,@259362 This is expected behavior when disabling Wi-Fi through Control Center. You can learn more about Control Center in iOS 11 here: https://t.co/G7BHuQnDS6,general_inquiry
2309420,"@115858 please, please, please, FIX this shit",@669825 What exactly are you having issues with? We here to help.,general_inquiry
1703003,Wondering why my 📱 is exponentially slower since the iOS update and iPhone X release. Pls troubleshoot. @115858 🤔,@516276 Let's look into this together. DM us and we'll get started. https://t.co/GDrqU22YpT,ios_software_issue
2293151,@AppleSupport fix this glitch please it’s getting really annoying that I️ can’t type an “I️”,"@665925 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",ios_software_issue
593598,"@AppleSupport I’m using iPhone 7 Plus and it won’t update, I can’t open my apps sometimes and when it do let me open them it won’t load shit",@260556 Let's take a look at this together. Does it happen on both Wi-Fi and cellular networks? How much space is available on your iPhone? You can find that in Settings &gt; General &gt; About. Let us know in DM and we'll dig in. https://t.co/GDrqU22YpT,ios_software_issue
67416,When are you bringing the Do Not Disturb icon back @AppleSupport @115858 ? Only big complain on X. And not just me....,"@131396 You can access Control Center from swiping down on the top right to see the Do Not Disturb icon. If you'd like to leave feedback about this, please do so here: https://t.co/eTPVYVFyd8 Our engineers read all feedback sent but are unable to directly reply.",general_inquiry
203514,@AppleSupport https://t.co/DcSrdWNuPm says “Photos is locked” and full-res photos can’t be downloaded. Since about at least 3PM EST.,"@164157 We're here for you. Does this just happen on https://t.co/tmRhWEkIq4, or does it happen on other devices such as in the Photos App?",icloud_issue
1623860,@AppleSupport can we get some solutions for this???? https://t.co/KXc2EecuNF,@497397 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,general_inquiry
2306255,"@AppleSupport I can't figure out why my MacBook Pro keeps creating these lovely images in place of video content. It happens on Twitter, Facebook and Instagram, but not on YouTube or when playing local video files. Happens in Chrome and Safari. https://t.co/mwNCdwMV2a",@380614 We’d like to get your MacBook Pro display working correctly.  When did this start?  Have you restarted since this began?,general_inquiry
467346,@AppleSupport I just wanted to make sure someone had reported the following iOS bug where notifications on the lock screen are taking up more room than their containing background bubble. (I’m using iPhone 7+ with iOS 11.1.2.) https://t.co/2M9SfCWnov,@226249 We'd like to check into this a bit more with you. Could you join us in DM with more details on what you are seeing? https://t.co/GDrqU22YpT,ios_software_issue
1187135,@115858 your Health app has been awful at refreshing these past two days #annoy,@399152 Hi there. What happens when trying to refresh in the Health app? What's your iOS version?,general_inquiry
1181726,@AppleSupport Yes but they’re already all uploaded. I don’t know why it’s doing it again?? It happened when I got iOS 11,@393037 Understood. We would recommend letting the photos finish uploading to see if any issues persist.,ios_software_issue
310585,@AppleSupport Sometimes it takes over 5 seconds to connect after placing one in my ear and not all apps register the airpods as available.,@190164 Which apps are you noticing this behavior with? Do they finally connect on their own or do you have to manually connect them?,general_inquiry
373382,"@AppleSupport Sometimes on cellular data, but I’m usually always on WiFi at work or home and it happens too",@204478 Are you able to download tracks on your Mac without issue using the same connection?,connectivity_issue
2346021,@AppleSupport is there a reason my phone is constantly freezing since I downloaded the new update? Any work on fixing that?,"@660912 We’d love to team up with you. Which apps are you using when this happens? Also, is it fully updated to iOS 11.1.1?",ios_software_issue
964871,"Dear @115858, why can't I charge a trackpad with an iphone charger?",@349014 Your iPhone charger should work fine. What happens when you try to charge the trackpad?  Check out https://t.co/ZTY7j0WYNY,battery_power_issue
1272386,@115858 So...my son wakes me up in the middle of the night because his IPOD is on fire! And his room smells like fumes!! https://t.co/crZ5byN2IJ,@417848 We take reports of this seriously. DM us some more details of what happened. https://t.co/GDrqU22YpT,general_inquiry
2040637,Downloaded latest IOS updates from @115858 &amp; phone hasn’t worked the same since. Forced to buy a new one. Coincidence? #Classy #Apple #iphone,@603376 We're happy to help with any issues you're experiencing to get your iPhone working like you expect. DM us with more details. https://t.co/GDrqU22YpT,ios_software_issue
1794923,I need  @115858 to make an update that fixes my battery that iOS 11 ruined. My phone just shuts off whenever it wants and says it’s dead.,@539365 Let's help with your battery life. Meet us in DM and let us know which model iPhone and iOS11 version you're using now. https://t.co/GDrqU22YpT,battery_power_issue
2354996,@AppleSupport I Thik there is something problem in update version of iOS because when I m using my iPhone with Bluetooth headset it is heating will I need to visit Care centre...,@680380 We are here to help. DM us the details of your issue and we can take a look at this. https://t.co/GDrqU22YpT,battery_power_issue
2123267,"Is there any way to get rid of IOS 11? The battery drain is making my phone unusable. If you haven’t updated yet, DON’T! @AppleSupport",@625477 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,battery_power_issue
1792320,"@115858 @AppleSupport And my shortcuts “text replacement” decided to disappear, hello are you there? #ios #ios11 #iPhoneX #ipadpro https://t.co/ZIpDZDjJNz",@196315 Thanks for reaching out. We'd like some additional information to assist. Send us a DM using the link below and we'll continue. https://t.co/GDrqU22YpT,ios_software_issue
362081,@AppleSupport he new IOS update has been sluggish. Will it be fixed soon?,"@201772 We'd love to see how we can help. Which iOS device are you experiencing this with? Also, what is the iOS version installed?",ios_software_issue
756445,@AppleSupport @300070 I still need phone around when checking messages &amp; for calls. Not working &amp; I am with EE paying extra £5 per month.,@300793 Let's look into this together; we'll do all we can to help. May we know what type of Apple Watch you have and its watchOS.,app_service_issue
2146536,"Well @115858 - latest update drains my battery, &amp; screen consistently switches despite being locked. These updates are becoming stupid.","@142924 We want to help you with your iPhone.  Please send us a DM with which iPhone you are using, and we can take a closer look. https://t.co/GDrqU22YpT",battery_power_issue
403574,@AppleSupport No don’t use low power mode it’s an iPhone 5s,@211521 Let's meet up in DM to get some specific information about your device and proceed with support options. https://t.co/GDrqU22YpT,general_inquiry
267353,"@AppleSupport I would like to know if I can send my 🍏⏰ (broken screen)  to United States, here in 🇨🇱 the value is greater than buy a new one","@179732 Let's check your options together, Please meet us in a DM and we'll get started: https://t.co/GDrqU22YpT",device_hardware_issue
1692561,@AppleSupport That hack didn’t work...,@167574 We'd love to help. Do you have any other text replacements configured? Please DM us. Let us know which version of iOS you're using. https://t.co/GDrqU22YpT,general_inquiry
998107,"AppStore search is broken, and not in its usual way... “remote control” works, but “remote for mac” gets this. Losing a lot of $ @123857 https://t.co/ZvK7VpHyF7",@356341 We'd like to help.  Send us a DM with your iOS version and the device you're using.  We'll go from there. https://t.co/GDrqU22YpT,app_store_purchase
2773285,"@AppleSupport No I updated all of them. I tried listening to it on my ipad and I can hear it well and also on my iphone but when I record it, it doesn’t have the audio. I didn’t update my ipad to ios 11 so I don’t really know if it would have the same problem if I did record it",@775121 Thanks for that information. Let's continue our conversation in DM. https://t.co/GDrqU22YpT,ios_software_issue
2516088,My phone will not hold a charge @115858 run me a new iPhone 😡,@716758 We want to help.  Send us a DM letting us know which country you are located in to get started. https://t.co/GDrqU22YpT,battery_power_issue
2289436,@AppleSupport Repair didn’t work 😭 https://t.co/pjrjGGfBUL,"@118106 If you haven't already tried these steps, DM us which macOS you had installed: https://t.co/kssylGcBhT https://t.co/GDrqU22YpT",general_inquiry
2868491,@AppleSupport I told you here now fix it,@796616 Which device and software version is this on?,general_inquiry
1180597,i'm actually so pressed. where have my photos gone? guess who's swapping to another phone company @115858,"@397676 We know how important your photos are. To verify, were they in the Photos app or another location? We'll do our best to help.",general_inquiry
2025778,"@AppleSupport i upgraded to iOS 11.1 over the weekend, what a mistake! Battery life is even worse than 11.0.3 on my 3rd charge today! 😡",@599074 Maximum battery life is important! Check out this article for tips: https://t.co/bivpdfBNJ6 DM us if the issue persists. https://t.co/GDrqU22YpT,battery_power_issue
188437,@AppleSupport Only Live Photo is turned on which for some reason also doesn’t work on my phone,"@160220 OK, got it. Go ahead and send us over a DM when you have a moment. We'll pick things back up there. https://t.co/GDrqU22YpT",general_inquiry
509539,@AppleSupport Please help with my Girlfriends Iphone 8plus . We got the phone 3 weeks ago and voice keeps dropping during the call. Went to Apple store Northridge CA 3 times but was rudely rejected and staff refused to replace the phone. Feeling frustrated😑😞,"@237056 We'll certainly help however we can. So we can gather some further details, let's chat over in Direct Message. https://t.co/GDrqU22YpT",general_inquiry
2142342,All I️ wanna do is type the letter I️ without autocorrecting changing it!!! @AppleSupport  @115858,@629904 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,ios_software_issue
2779306,@AppleSupport Multiple contacts,"@776310 Understood. For the next steps you'll need to know your Apple ID login info:

Go to Settings&gt;Messages&gt;Send &amp; Receive, tap your Apple ID and sign out. After that power the device off fully and then back on. 

Finally sign back in, and let us know if the issue persists.",general_inquiry
2545544,"@115858 

All my memories and my important stuff disappeared because of your failed update for the iPhone. The solution now asks me for the password when I recover.😭💔",@723531 Thanks for reaching out to us. We are always happy to help. Send us a DM and tell us more about what's going on. We'd be happy to help you there. https://t.co/GDrqU22YpT,apple_id_account
1528750,@AppleSupport Thanks! Wonder why the link in the setup process was wrong,@474625 You're very welcome. Feel free to reach out if you need us in the future. We'll be here for you.,general_inquiry
940615,@AppleSupport @342983 oh so y’all can respond to her but ignore me? no. THIS IOS SUCKS FIX IT https://t.co/7CzaJYeYZQ,@342984 We’re happy to help with any complications you’re facing. Could you let us know more details via a DM? We’ll move from there. https://t.co/GDrqU22YpT,ios_software_issue
887869,@AppleSupport @115858 hey my phone doesn’t load emails or send iMessage after the upgrade. What’s up?,"@330821 We are here for you and want to help. If you haven't already, let's restart the iPhone. Do the issues continue?",app_service_issue
2076062,@AppleSupport my phone is a mess since the iOS 11 updates. 🙄The “bug fixes” have fixed very little.,@613994 Thanks for reaching out. We want you to be able to enjoy using your device and are here to help. Meet us in DM and we will proceed. https://t.co/GDrqU22YpT,ios_software_issue
2297586,Fix this eye problem @115858 @123765,@666980 We have some great news. We've recently released iOS 11.1.1 which should address the autocorrect issue. You can read more here: https://t.co/xXaXeeSRt9,general_inquiry
1385522,"@AppleSupport I have downloaded new software update. Just opened snapchat and my iPhone jumped from 73% to 20% :( as soon as I plugged it in to charge, it jumped straight up again :/","@442420 Let's help get this sorted. Since updating, have you had a chance to restart the device and update your apps?  If not, please do so and let us know if the behavior occurs again.",battery_power_issue
2009269,@AppleSupport Now what 🤷‍♂️🤦‍♂️ https://t.co/I6WBRGWFVm,@594143 Let's look into this for you. Send us a DM with more details about what you are experiencing and we can go over some options. https://t.co/GDrqU22YpT,general_inquiry
2000646,@AppleSupport Y’all Got Me Fucked Up y’all better fix this I️ shit🤬🤬🤬,"@591566 We're happy to help. DM us and explain the exact issue you're having. Also, which device and OS version are you using? https://t.co/GDrqU2kzhr",general_inquiry
1906580,@115858 getting pretty f*ckin sick of these stupid iOS 11 glitches https://t.co/q1XHhSr9ql,@568075 We're happy to assist. DM us which iOS 11 version you're currently running? Go to Settings &gt; General &gt; About for the version. https://t.co/GDrqU22YpT,ios_software_issue
2742990,@AppleSupport Ios11.1.2 kilo my batterie ? Help me,@768321 We'd be happy to help.  Please let us know which device you're using and what specific battery issues you're experiencing.,ios_software_issue
2277623,The new updates lowest screen brightness setting is still too bright fix this shit @115858 @AppleSupport and also FIX THIS SHIT I️ I️ I️,"@662334 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",ios_software_issue
1712513,This A ❔ thing starting to aggravate me @AppleSupport,@518709 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,general_inquiry
711139,I can't hear calls on my iPhone. WTF @AppleSupport ? It worked fine yesterday. @1647 about to get a new customer,@290067 Being able to hear on phone calls is important. Which iPhone are you using?  Have there been any recent changes?,general_inquiry
2288498,"@AppleSupport no responses...

Just please do an update better than 11 to fix everything honestly your developers messed things up badly 
i really really wish to go back to 10.3.3 version it was the best version smooth not slower, battery life and everything was correct",@664870 DM which iPhone and specific iOS version you are using currently so we can help. https://t.co/GDrqU22YpT,battery_power_issue
267748,"@AppleSupport upgraded to 11.02 and now that battery literally counts down before my eyes, and then stays on 1% for 20 mins b4 power off!",@179838 We've got your back. Please DM us the device you're using. We'll figure this out together. https://t.co/GDrqU22YpT,battery_power_issue
1698443,Make this stop for the love of god @115858 @AppleSupport https://t.co/0Jb0i2LqVN,@515134 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,general_inquiry
549594,@AppleSupport my iPhone keeps crashing and I’ve turned it on and off at least 5 times and it still keeps crashing?! Any ideas?,"@247970 We know how important it is to have your iPhone working smoothly, and we've received your DM. Look for a reply there shortly.",ios_software_issue
145286,@AppleSupport i really don’t know if you can help me or pass my msg along.   but i completed the apple watch 5k challenge and the achievement reward never popped up.  i used the pokémon go app and did about 3.5 miles for the day.,"@148934 You came to the right place. Let’s look into this together. To start, have you ever used the Pokemon Go app when running in the past?",general_inquiry
2779379,Seriously @115858 fix the bug which keeps randomly turning my Wi-Fi/Bluetooth on. It’s really annoying.,@776328 We’d like to take a look at that with you.  Can you give us a little more detail as to what is happening?  Are you turning off from the Control Center?,connectivity_issue
304459,"@AppleSupport Hi, I’m in Australia and using a iPhone 7Plus",@188706 Thank you very much. What iOS are you using at the moment? Please DM your answer and we'll see you there! https://t.co/GDrqU22YpT,general_inquiry
262205,@AppleSupport Yes that’s the one!,"@178454 Does this occur when playing music from a third-party app, or the built in Music app?",general_inquiry
998925,Ever since I️ updated my phone it keeps sending question marks in boxes. I️ pay too much $ for this to happen @115858 fix it,@356521 We want to help get things working smoothly for you again. Try giving these steps a try: https://t.co/sDSg93LaFu,ios_software_issue
1357309,Does anyone know if I would be able to change it to collect at the store? Don’t wanna wait for end of November delivery 🤔 @AppleSupport,@436452 Great question! We would recommend getting in touch with our Online Store team who can help: https://t.co/8yjRd1Xo0i,general_inquiry
1631349,"@AppleSupport Hi! The last one, iOS 11.0.3. Thanks.","@499266 Surely, thank you! Go ahead and reach out to us in DM &amp; let us know how long ago you updated to iOS 11.0.3? https://t.co/GDrqU22YpT",ios_software_issue
361748,@AppleSupport awful phone cst support in Portugal with absurd repair timeframes when compared to other countries... change to other brand? Y,@201678 Hello. We'll be glad to look into this further. Please DM us and share a few details to get started. https://t.co/GDrqU22YpT,general_inquiry
1671833,@AppleSupport I bought an Apple Store Gift Card for myself but I sent it to the wrong email address. What is the procedure to cancel?,"@508841 We want to help. We need to get you with our online sales team. Let us know your country, and we'll get you connected.",general_inquiry
2286106,"@AppleSupport Customers can no longer send emails via their account on our iOS IPad, IPad Pro or IPhone.",@664313 Hey there! We've received your DM and will join you there shortly!,ios_software_issue
1983758,Anyone else blowing through their data since the latest @115858 OS update?,@587188 We're here to help. Are you using iOS 11.0.3? Have you changed any of your settings since the last update?,ios_software_issue
235283,@AppleSupport @126972 The latest update is absolutely savaging my battery. Since iOS11 background consumption is horrible. (iPhone 7 Plus) https://t.co/GGWHzSYfck,@172031 We want you to get the most out of your battery life. We can help. Send us a DM and we'll take it from there.,battery_power_issue
568452,"Dear @115858, thanks for (apparently) putting me in your beta program for iOS 11. Where do I send a list of the bugs I’ve found?  We can start with bringing my iPhone 6 to a crawl and occasionally turning the screen black when I rotate to landscape mode.",@253377 We’d like to figure out why this is happening too. Send us a DM and let us know what beta version of iOS you're using right now. https://t.co/GDrqU22YpT,device_hardware_issue
2185367,@115858 @AppleSupport are y’all going to update the “i” autocorrects?! This is annoying!,"@640019 Thanks for reaching out. This behavior has been addressed in the just released iOS 11.1.1 update.  Make sure you have a backup, then go to Settings &gt; General &gt; Software Update and tap Download and Install to get started.",ios_software_issue
437405,"@AppleSupport someone just called saying not to use my iMac until I called iCloud support. Uh, what?",@218877 Help is here! Join us in DM with additional details and we'll look into this issue: https://t.co/GDrqU22YpT,icloud_issue
2255348,um @AppleSupport @115948 can someone explain why an album I preordered and purchased is no longer in my library and doesn’t let me play anything other than previews,"@656907 We can help. Open the iTunes Store app and then hit the More icon (...). From there, tap Purchased and Music. and then Tap ""Not on This [device]."" Do you see the album there? 

Click here for a walkthrough: https://t.co/I39AyMJNgb",app_store_purchase
2127247,For the love of god @115858; please fix the I...it is so beyond annoying to see ?,@626334 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,general_inquiry
588190,"@AppleSupport 
امرضتونا بتحديثاتكم لاعاد تحدثون https://t.co/YCNrNZy2ns",@258999 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,general_inquiry
2858352,@AppleSupport iPhone 7 (just updated) https://t.co/IWq8V28AQs,"@495518 Thanks for sharing that picture of the error. Have you been able to attempt activation using Wi-Fi, as well? Try the steps in this article and DM us if you need more help. We're happy to work with you to resolve this: https://t.co/ywHIZGN4Ac",ios_software_issue
647336,hey @AppleSupport ! I have some questions regarding running bootcamp on my mac (:,@273763 Let's look into this for you. Send us a DM and we can try to help. https://t.co/GDrqU22YpT,general_inquiry
1990533,Wtf this I️ thing is starting to piss me off @115858,"@589089 DM us the device you’re using, and the software version it’s on. We’ll meet you there so we can look into this together. https://t.co/GDrqU22YpT",general_inquiry
2349372,"@AppleSupport it freezes constantly, doesn’t hold a charge, the lock button works 50% of the time. this phone is only four months old with zero cracks or water damage",@679108 Do you notice the freezing during anything more so than others? Like certain applications or functions. Do any steps you take temporarily remedy or help this like rebooting the iPhone?,battery_power_issue
1170147,"@AppleSupport Thanks, no it hasn’t. I’m on 4.0",@395227 There's a more recent update to your Apple Watch. We'd like to have you update and then DM us if the issue continues after that. https://t.co/GDrqU2kzhr,general_inquiry
2410336,WTH @AppleSupport !! My #iPhone 7 on iOS 11.1.1 just got bricked again within a span of few days 😡 get your act together quickly @116333 #ios11gate https://t.co/8bqilbN5hD,"@693006 We want you to be able to enjoy your iPhone, and we'd like to work with you on this.  Please send us a DM, so we can take a closer look. https://t.co/GDrqU22YpT",ios_software_issue
2866150,"And just like that, my new #iphone8 is cracked BECAUSE ITS GLASS EVERYWHERE. GLASS. EVERYWHERE. #ihateyou @115858",@796063 We'd like to look into service options with you. Reach out via DM using the link below and let us know what country you're located in. https://t.co/GDrqU22YpT,device_hardware_issue
177017,@AppleSupport I accidentally clicked 1 button on a $10 in-app purchase and it went though before I could hit cancel. I do not want the purchase. Can I undo it?,@157661 No worries. Our iTunes Support Team can take a look into this with you. Reach them here:  https://t.co/SDIe7UiyJN,app_store_purchase
105432,i left my house 10 mins ago and my battery went down 40% :( wtf @115858,"@139290 Let's make sure your settings are tweaked to ensure the most of your battery life between charges. We want your iPhone to be available when you need it. Check out these tips to optimize your battery life: https://t.co/TpjqFp3jxD

DM us and we'll cotinue from there. https://t.co/GDrqU22YpT",battery_power_issue
2206801,"@AppleSupport I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ can’t use the I️ I️ I️ I️ I️ after the recent update I️ am not sure what to do, my phone is useless without the use of the letter I️",@533801 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,ios_software_issue
1163200,"Hey, @AppleSupport wondering why  Music is going crazy? Is there anything on the server or what? I’m about to lose my mind!","@237055 We're here to help you experience the best music. What's going on? Meet up with us in DM to continue, please. https://t.co/GDrqU22YpT",general_inquiry
59599,@AppleSupport my mac is stuck on mute.. please help me,@129595 We want to help. What type of Mac computer do you have? Have you tried re-starting?,general_inquiry
2302703,@AppleSupport I have ios 11.1.1,@668205 Is this occurring when you are typing or someone else is sending you a message?,ios_software_issue
617159,@AppleSupport As soon as I open the app it immediately black screens and then returns to the home screen.,@266424 Got it! You've done some great troubleshooting thus far. Let's follow up in DM and take a closer look. https://t.co/GDrqU22YpT,general_inquiry
