customer_tweet_id,customer_text,reply_text,suggested_intent,human_intent,suggestion_status,label_source
2288498,"@AppleSupport no responses...

Just please do an update better than 11 to fix everything honestly your developers messed things up badly 
i really really wish to go back to 10.3.3 version it was the best version smooth not slower, battery life and everything was correct",@664870 DM which iPhone and specific iOS version you are using currently so we can help. https://t.co/GDrqU22YpT,battery_power_issue,battery_power_issue,review_required,human_review_required
1743514,Ugh @115858 whats going on with you? 4yrs &amp; never an issue w/iOS. I update to iOS11.1 &amp; my phone keeps rebooting. Black screen w/spinning :/,@525876 We'd like to look into this with you. Can you tell us when you updated and if this started immediately after updating?,device_hardware_issue,ios_software_issue,review_required,human_review_required
2866150,"And just like that, my new #iphone8 is cracked BECAUSE ITS GLASS EVERYWHERE. GLASS. EVERYWHERE. #ihateyou @115858",@796063 We'd like to look into service options with you. Reach out via DM using the link below and let us know what country you're located in. https://t.co/GDrqU22YpT,device_hardware_issue,device_hardware_issue,review_required,human_review_required
1869726,@115858 how to stop this fuckin Bluetooth from comin on,"@558439 Are you using Control Center? This has changed in iOS 11. Check this article, and DM if you need more help:

https://t.co/G7BHuQnDS6 https://t.co/GDrqU22YpT",connectivity_issue,connectivity_issue,review_required,human_review_required
940615,@AppleSupport @342983 oh so y’all can respond to her but ignore me? no. THIS IOS SUCKS FIX IT https://t.co/7CzaJYeYZQ,@342984 We’re happy to help with any complications you’re facing. Could you let us know more details via a DM? We’ll move from there. https://t.co/GDrqU22YpT,ios_software_issue,ios_software_issue,review_required,human_review_required
2594436,If Apple doesn’t get their shit together... dhdjjddjdjjdjd. I️ didn’t even update my iOS. Why me @115858 https://t.co/wgZ6GIP2Kq,"@734670 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.2. For more info, check out: https://t.co/4f8hwT5to6",ios_software_issue,ios_software_issue,review_required,human_review_required
1724413,@521569 @AppleSupport Idk how to fix those « I️ »,@521568 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,general_inquiry,general_inquiry,review_required,human_review_required
2627736,Alguien sabe que pasa con @AppleSupport actualizar dos iphone y se quemaron! Y ahora actualizo MacBook y no arranca ??? @93688,@742172 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,general_inquiry,general_inquiry,review_required,human_review_required
2309079,@AppleSupport yes never like this before.,@669748 Thank you. Please shoot us a DM and tell us what version of iOS you see under Settings &gt; General &gt; About &gt; Version. We'll meet you there to help. https://t.co/GDrqU22YpT,general_inquiry,general_inquiry,review_required,human_review_required
2773285,"@AppleSupport No I updated all of them. I tried listening to it on my ipad and I can hear it well and also on my iphone but when I record it, it doesn’t have the audio. I didn’t update my ipad to ios 11 so I don’t really know if it would have the same problem if I did record it",@775121 Thanks for that information. Let's continue our conversation in DM. https://t.co/GDrqU22YpT,ios_software_issue,ios_software_issue,review_required,human_review_required
356440,@115858 the FIFA app is not working with your latest update.  Please fix. https://t.co/qWbJJRvvJx,"@200632 Thanks for reaching out to us, we want to help. Let's start by checking the App Store to see if there is an update.",ios_software_issue,ios_software_issue,review_required,human_review_required
1990533,Wtf this I️ thing is starting to piss me off @115858,"@589089 DM us the device you’re using, and the software version it’s on. We’ll meet you there so we can look into this together. https://t.co/GDrqU22YpT",general_inquiry,general_inquiry,review_required,human_review_required
1960402,"@AppleSupport no spotlight function on IOS 11.0.3. This is used on a daily basis, now this function is no more and seemed very crippling.","@581475 We'd like to look into this with you. To get started, let us know what steps you're taking to access Spotlight search.",ios_software_issue,ios_software_issue,review_required,human_review_required
711139,I can't hear calls on my iPhone. WTF @AppleSupport ? It worked fine yesterday. @1647 about to get a new customer,@290067 Being able to hear on phone calls is important. Which iPhone are you using?  Have there been any recent changes?,general_inquiry,general_inquiry,review_required,human_review_required
1792320,"@115858 @AppleSupport And my shortcuts “text replacement” decided to disappear, hello are you there? #ios #ios11 #iPhoneX #ipadpro https://t.co/ZIpDZDjJNz",@196315 Thanks for reaching out. We'd like some additional information to assist. Send us a DM using the link below and we'll continue. https://t.co/GDrqU22YpT,ios_software_issue,ios_software_issue,review_required,human_review_required
2009269,@AppleSupport Now what 🤷‍♂️🤦‍♂️ https://t.co/I6WBRGWFVm,@594143 Let's look into this for you. Send us a DM with more details about what you are experiencing and we can go over some options. https://t.co/GDrqU22YpT,general_inquiry,general_inquiry,review_required,human_review_required
2293151,@AppleSupport fix this glitch please it’s getting really annoying that I️ can’t type an “I️”,"@665925 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",ios_software_issue,ios_software_issue,review_required,human_review_required
2185367,@115858 @AppleSupport are y’all going to update the “i” autocorrects?! This is annoying!,"@640019 Thanks for reaching out. This behavior has been addressed in the just released iOS 11.1.1 update.  Make sure you have a backup, then go to Settings &gt; General &gt; Software Update and tap Download and Install to get started.",ios_software_issue,ios_software_issue,review_required,human_review_required
1698443,Make this stop for the love of god @115858 @AppleSupport https://t.co/0Jb0i2LqVN,@515134 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,general_inquiry,general_inquiry,review_required,human_review_required
505062,@AppleSupport iOS 11.1.2,@235789 Thanks. Let's look into that further. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,ios_software_issue,ios_software_issue,review_required,human_review_required
1712513,This A ❔ thing starting to aggravate me @AppleSupport,@518709 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,general_inquiry,general_inquiry,review_required,human_review_required
49190,"Hey @115858 fuck off with these, I know it's y'all... https://t.co/NndbroFXhS",@126991 We'd love to look into it with you. Please send us a DM. https://t.co/GDrqU22YpT,general_inquiry,general_inquiry,review_required,human_review_required
2008173,@AppleSupport needs to fix this glitch with this upgrade. Smh,@593821 We’d like to hear more about what’s happening. Send us a DM with which device you have and the iOS version it’s running. https://t.co/GDrqU22YpT,ios_software_issue,ios_software_issue,review_required,human_review_required
1677777,@AppleSupport since IOS11 having to charge phone 3 times a day! Goes from 50% to 3% in minutes and turns off. Same with wife’s phone! Help!!,@510314 We want to get that battery life issue resolved. Which iPhone do you have &amp; what version of iOS is installed currently?,battery_power_issue,battery_power_issue,review_required,human_review_required
2545629,"@AppleSupport (2/2) ... and my battery doesn’t die constantly throughout the day.  In fact, how about offering a roll-back to iOS 10?",@723554 We’re glad to help with your battery and other features that you’ve noticed changes in. Please start by explaining everything you’ve noticed and we’ll start from there via DM. https://t.co/GDrqU22YpT,battery_power_issue,battery_power_issue,review_required,human_review_required
2346021,@AppleSupport is there a reason my phone is constantly freezing since I downloaded the new update? Any work on fixing that?,"@660912 We’d love to team up with you. Which apps are you using when this happens? Also, is it fully updated to iOS 11.1.1?",ios_software_issue,ios_software_issue,review_required,human_review_required
2282184,Alright @AppleSupport @115858 are y’all gon fix this shit or no?,@579689 We're here to help. Send us a DM telling us what's happening and with what device. https://t.co/GDrqU22YpT,general_inquiry,general_inquiry,review_required,human_review_required
2472946,"Can't send emails from my regular @133941 account on iOS. SMTP error. Remove account, add account, still doesn't work. @AppleSupport",@707135 We'd like to take a closer look into this with you. DM us the iOS version you are currently running and we can get started. https://t.co/GDrqU22YpT,apple_id_account,ios_software_issue,review_required,human_review_required
2595560,@115858 been months and I've been trying to update my phone this keeps happening what do I do https://t.co/kV1Mh1dDfm,"@734937 We'd be glad to work with you on this. To get started, check out the ""If you can’t reach the update server or can’t verify the update"" section of this article for steps to take when you see this error: https://t.co/yiZpFcriJA Let us know if troubles continue.",ios_software_issue,ios_software_issue,review_required,human_review_required
1181726,@AppleSupport Yes but they’re already all uploaded. I don’t know why it’s doing it again?? It happened when I got iOS 11,@393037 Understood. We would recommend letting the photos finish uploading to see if any issues persist.,ios_software_issue,ios_software_issue,review_required,human_review_required
437405,"@AppleSupport someone just called saying not to use my iMac until I called iCloud support. Uh, what?",@218877 Help is here! Join us in DM with additional details and we'll look into this issue: https://t.co/GDrqU22YpT,icloud_issue,icloud_issue,review_required,human_review_required
1535042,@AppleSupport plz tell me why I can’t buy a iPhone X on ur website with T-Mobile.....now I have to wait longer,@476023 We'd love to help and recommend contacting our Sales team to see if they can help: https://t.co/8yjRd1Xo0i,general_inquiry,general_inquiry,review_required,human_review_required
2025778,"@AppleSupport i upgraded to iOS 11.1 over the weekend, what a mistake! Battery life is even worse than 11.0.3 on my 3rd charge today! 😡",@599074 Maximum battery life is important! Check out this article for tips: https://t.co/bivpdfBNJ6 DM us if the issue persists. https://t.co/GDrqU22YpT,battery_power_issue,battery_power_issue,review_required,human_review_required
1748705,@AppleSupport It’s since I’ve installed the software but I’ve had this issue,"@527091 Got it. Thanks for those details. Next, check that your apps are up-to-date by going to the App Store &gt; Updates.",ios_software_issue,ios_software_issue,review_required,human_review_required
2354996,@AppleSupport I Thik there is something problem in update version of iOS because when I m using my iPhone with Bluetooth headset it is heating will I need to visit Care centre...,@680380 We are here to help. DM us the details of your issue and we can take a look at this. https://t.co/GDrqU22YpT,connectivity_issue,battery_power_issue,review_required,human_review_required
2285202,"@AppleSupport Updated to iOS 11.1.1 on an iPhone 8. Since then, phone is completely unresponsive. Can't open any apps, can't force restart it, can't turn it off. Only thing I can do is unlock it.",@664055 We'd like to help get your iPhone up and running again. Try the steps listed here: https://t.co/8MvHMFZ83h Let us know if the issue persists.,ios_software_issue,ios_software_issue,review_required,human_review_required
2012124,@AppleSupport I requested an account recover on Sunday. How long does this take exactly?,@594974 Thanks for reaching out! This article will explain more about the account recovery process: https://t.co/nXAGZj0EE7,apple_id_account,general_inquiry,review_required,human_review_required
2364583,@applesupport - My appleTV’s digital audio out has stopped working. Was fine till decided to update software.,@682684 We understand how important the audio is to your viewing experience. Reach out to our Apple TV experts for support here: https://t.co/IBIY3vMgPj,ios_software_issue,ios_software_issue,review_required,human_review_required
486291,@AppleSupport 11.1.2 and the screen flashes black and turns off music or whatever I have going on then the lock screen comes on https://t.co/9uTLFgN2HC,@230701 Got it. Are you streaming music via Wi-Fi when this occurs?  Also are you keeping regular backups of the iPhone in iTunes or iCloud?,device_hardware_issue,device_hardware_issue,review_required,human_review_required
1170147,"@AppleSupport Thanks, no it hasn’t. I’m on 4.0",@395227 There's a more recent update to your Apple Watch. We'd like to have you update and then DM us if the issue continues after that. https://t.co/GDrqU2kzhr,general_inquiry,general_inquiry,review_required,human_review_required
2040637,Downloaded latest IOS updates from @115858 &amp; phone hasn’t worked the same since. Forced to buy a new one. Coincidence? #Classy #Apple #iphone,@603376 We're happy to help with any issues you're experiencing to get your iPhone working like you expect. DM us with more details. https://t.co/GDrqU22YpT,ios_software_issue,ios_software_issue,review_required,human_review_required
755743,"@AppleSupport The steps show me how to delete the profile, which I already did. It’s still showing an update for beta",@300636 Let's take a look at this together in DM. https://t.co/GDrqU22YpT,ios_software_issue,ios_software_issue,review_required,human_review_required
756510,@AppleSupport Any reason songs that are the same volume on phone would have wildly different volumes when played from a 1st gen watch? Fixed in series 3?,@537514 We would like to better understand what your issue is. Can you please send us a DM with details about the issue? https://t.co/GDrqU22YpT,general_inquiry,general_inquiry,review_required,human_review_required
2858352,@AppleSupport iPhone 7 (just updated) https://t.co/IWq8V28AQs,"@495518 Thanks for sharing that picture of the error. Have you been able to attempt activation using Wi-Fi, as well? Try the steps in this article and DM us if you need more help. We're happy to work with you to resolve this: https://t.co/ywHIZGN4Ac",ios_software_issue,ios_software_issue,review_required,human_review_required
2686076,@AppleSupport bug report Apple Music not showing on lock screen. 11.0.3 6S+. Tried multiple outputs and hard reset. https://t.co/i7zO8EShFM,"@632400 Let's create a backup and update to 11.1. Once fully updated, let us know if the issue persist: https://t.co/80YRnjDFDk",app_service_issue,app_service_issue,review_required,human_review_required
1631349,"@AppleSupport Hi! The last one, iOS 11.0.3. Thanks.","@499266 Surely, thank you! Go ahead and reach out to us in DM &amp; let us know how long ago you updated to iOS 11.0.3? https://t.co/GDrqU22YpT",ios_software_issue,ios_software_issue,review_required,human_review_required
2286106,"@AppleSupport Customers can no longer send emails via their account on our iOS IPad, IPad Pro or IPhone.",@664313 Hey there! We've received your DM and will join you there shortly!,apple_id_account,ios_software_issue,review_required,human_review_required
1497981,@AppleSupport Yeah have the latest version just DM me,@467801 Please join us in DM. https://t.co/GDrqU22YpT,general_inquiry,ios_software_issue,review_required,human_review_required
253490,@AppleSupport Yes installed the 11.0.2,"@162107 Does your iPhone tend to shut down when using a specific app? DM us with details, and we'll sort this out together: https://t.co/GDrqU22YpT",general_inquiry,general_inquiry,review_required,human_review_required
549594,@AppleSupport my iPhone keeps crashing and I’ve turned it on and off at least 5 times and it still keeps crashing?! Any ideas?,"@247970 We know how important it is to have your iPhone working smoothly, and we've received your DM. Look for a reply there shortly.",ios_software_issue,ios_software_issue,review_required,human_review_required
1450111,This glitch with the iOS 11.1 update is driving me crazy why is it changing “I️” to I️ @AppleSupport,@456493 Thanks for reaching out. We understand this can be frustrating. DM us and we'll go from there. https://t.co/GDrqU22YpT,ios_software_issue,ios_software_issue,review_required,human_review_required
2286932,when is @115858 gonna fix this I️ shit??,@397957 There is a new iOS update available that includes a fix for autocorrect issues in the update. It’s iOS 11.1.1. You’ll want to back up your device before any update. How to back up: https://t.co/SvttV2Kc1r,general_inquiry,general_inquiry,review_required,human_review_required
919193,@338208 @AppleSupport Was this resolved I have the same issue,"@338207 Let's look into this together. What's the exact issue you're seeing, and the version number of iOS 11 installed on your iPad?",general_inquiry,general_inquiry,review_required,human_review_required
1889164,"@AppleSupport ios 11.0.3 is performing very bad, slow down the devices, malfunction the apps like whatsapp, google maps, youtube, outlook","@563378 We'd love look into this with you. Please DM your model device, iOS version, and country so we can find your options and help. https://t.co/GDrqU22YpT",ios_software_issue,ios_software_issue,review_required,human_review_required
584807,@AppleSupport are you kidding me! Y’all fix the “I” problem! And now my “I.t” is trippin 🤨🧐😡😡😡🤬🤬🤬,"@258016 Thank you for reaching out to us. Let’s work together to find the best course of action for this issue. To start, what device model and software version are you using?",general_inquiry,general_inquiry,review_required,human_review_required
2296203,"@AppleSupport , setting up iPhone X as new mobile under existing Apple ID.  End result: Apple ID got locked out without at anytime mistyping password. Later forced to change password and naturally laptops, all devices need to have password changed as well. WHY?????","@258320 We want to help with this Apple ID issue. Just to make sure we fully understand, are you having to change your Apple ID password each time or are you just needing to update your password?",apple_id_account,apple_id_account,review_required,human_review_required
2456124,@AppleSupport Hi. There was a recall on the world adapters in 2016. Just wondering if this is still in effect? Or is the recall over?,"@701367 The program is still active, you can find the specifics here: https://t.co/L5WQANHfAr 

Let us know in DM if you have any questions. https://t.co/GDrqU22YpT",general_inquiry,general_inquiry,review_required,human_review_required
2510983,@AppleSupport Can you tell me what this SpringBoard is and why it’s using mobile data? https://t.co/kjwv0MbJAy,@159328 Thanks for reaching out to us. DM us and tell us which version of iOS you're running. https://t.co/GDrqU22YpT,connectivity_issue,connectivity_issue,review_required,human_review_required
235283,@AppleSupport @126972 The latest update is absolutely savaging my battery. Since iOS11 background consumption is horrible. (iPhone 7 Plus) https://t.co/GGWHzSYfck,@172031 We want you to get the most out of your battery life. We can help. Send us a DM and we'll take it from there.,battery_power_issue,battery_power_issue,review_required,human_review_required
222992,Are anyone else’s volume buttons not working after the new iOS update? @115858 @AppleSupport,@169262 Let's help get this resolved. DM us what currently happens when you attempt to adjust the volume. https://t.co/GDrqU22YpT,device_hardware_issue,device_hardware_issue,review_required,human_review_required
2278451,I️ now have 280 ways to moan about @115858 s weird glitch with the A ? that turns to I️ and vice versa Thanks Apple and @AppleSupport,@662484 We can look into this with you. Can you tell us which iPhone and version of iOS you're using? Please reply in DM. https://t.co/GDrqU22YpT,ios_software_issue,ios_software_issue,review_required,human_review_required
2309043,@AppleSupport i️ don’t have wifi.,"@669739 Thank you. You can also back-up, and update your device with a computer that has iTunes installed.",connectivity_issue,connectivity_issue,review_required,human_review_required
310585,@AppleSupport Sometimes it takes over 5 seconds to connect after placing one in my ear and not all apps register the airpods as available.,@190164 Which apps are you noticing this behavior with? Do they finally connect on their own or do you have to manually connect them?,general_inquiry,general_inquiry,review_required,human_review_required
484534,So freaking tired of my iPhone 6S Plus after upgrading to iOS 11 and using it for months now. My phone’s screen freezes too out of nowhere and randomly taps on-screen buttons. It’s so unusable and frustrating. Fix it ASAP @115858 @AppleSupport,@230305 We are here to help. Having your phone working is important. Let's take a look at this for you. DM us your exact iOS version and we can take a look at this. https://t.co/GDrqU22YpT,device_hardware_issue,device_hardware_issue,review_required,human_review_required
2831823,"@788462 @115858 A mi iOS 11.1.2 (en un iPhone 7) me está dando bastantes problemas con las apps. Además, la pantalla se congela de tanto en tanto. Mal.",@789357 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,ios_software_issue,ios_software_issue,review_required,human_review_required
1397341,"@AppleSupport Thanks for your prompt respond, i manage to update my device. However, i still find sometimes whenever i click, i hardly fire up the apps.","@444943 We'll do all we can to help with both your iPhone and Mac. Let us know what country you're in via DM, we'll continue there: https://t.co/GDrqU22YpT",ios_software_issue,ios_software_issue,review_required,human_review_required
1014401,"@AppleSupport not yet. i try to write a review about whatsapp on app store, but after fill my nickname, i cant send it and my review not show up",@360029 Our latest version of iOS is iOS 11.0.3. Are you fully up to date?,app_store_purchase,app_store_purchase,review_required,human_review_required
1188309,"@AppleSupport Checked ""Calculate All Sizes"" in Finder, but my large files read Zero Bytes. This isn't helpful. Is there a way to show size?",@399443 We'd be happy to assist with Finder. Can you DM us the exact version of macOS you are running? https://t.co/GDrqU22YpT,general_inquiry,general_inquiry,review_required,human_review_required
1339673,"@AppleSupport Hi, i have problem to download application from the app store. Can you help?",@432482 We’d be happy to lend a hand. What happens when you try to download an app? Please let us know which device and iOS you’re using.,app_store_purchase,app_store_purchase,review_required,human_review_required
2277623,The new updates lowest screen brightness setting is still too bright fix this shit @115858 @AppleSupport and also FIX THIS SHIT I️ I️ I️,"@662334 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",device_hardware_issue,ios_software_issue,review_required,human_review_required
2964189,@AppleSupport Several times,@398842 Did this issue happen on this current iOS or did you notice it before you updated?,general_inquiry,general_inquiry,review_required,human_review_required
1900229,Whatever happened to @115858 having good customer service. Seriously thinking about what my next device will be. signed #previousfanboy,@566289 Thanks for reaching out to us. Can you please send us a DM and let us know the issue that you are having? https://t.co/GDrqU22YpT,general_inquiry,general_inquiry,review_required,human_review_required
2468869,fix the letter i @AppleSupport,@706310 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,general_inquiry,ios_software_issue,review_required,human_review_required
1471828,@AppleSupport fix your software the letter “I️” appearing as boxes fix this shit,@461646 Let's help take a closer look. Please DM us the device and version of OS you're experiencing this behavior with. https://t.co/GDrqU22YpT,ios_software_issue,ios_software_issue,review_required,human_review_required
429583,"@AppleSupport Yes, several times, those two updates keep on coming.",@217171 Let's boot into safe mode to see if they still appear there.  Here's how: https://t.co/PQ4LSYhUTY,ios_software_issue,ios_software_issue,review_required,human_review_required
2127247,For the love of god @115858; please fix the I...it is so beyond annoying to see ?,@626334 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,general_inquiry,general_inquiry,review_required,human_review_required
869908,"@AppleSupport if I do a season pass of a show &amp; decide I’m not liking it, can I cancel and get credit for the unreleased episodes?",@326558 We appreciate your questions. Send us a DM and we'll continue there. https://t.co/GDrqU22YpT,general_inquiry,general_inquiry,review_required,human_review_required
2311352,new update is a piece of fuckig shit. my phones Bluetooth connection is wank. sort it out @115858,@670330 We want to help address any issues you're having. Please DM us. https://t.co/GDrqU22YpT,connectivity_issue,connectivity_issue,review_required,human_review_required
2449476,@115858 y’all got me messed up fr. I AINT PAY MY HARD EARNED MONEY FOR MY PHONE TO BE CRASHING 🙄,@702048 Let's look into this for you. What kind of issues are you experiencing with your iPhone? Let us know in DM. https://t.co/GDrqU22YpT,ios_software_issue,ios_software_issue,review_required,human_review_required
2376068,@AppleSupport No it randomly started happening. It will freeze at random times and then I have to restart. The screen will continue playing but the keyboard and trackpad stop working. Power button still works,"@685351 Got it, thanks! So we can look closer into this with you, reach out to us in DM and we'll continue further from there. https://t.co/GDrqU22YpT",battery_power_issue,device_hardware_issue,review_required,human_review_required
2035828,@AppleSupport is there a reason why you guys won’t accept my credit card details?,@451006 We're happy to get you pointed in the right direction. Were you able to connect with iTunes Store Support? Let us know in DM. https://t.co/GDrqU22YpT,general_inquiry,billing_refund,review_required,human_review_required
2024270,What the fuck is wrong with my phone @115858,@598657 Let’s work together to find out and get it fixed. Can you tell us a bit more about what is happening? DM us here: https://t.co/GDrqU22YpT,general_inquiry,general_inquiry,review_required,human_review_required
589459,@AppleSupport wth is this?#EndSlavery https://t.co/wlVV9GahlV,@259362 This is expected behavior when disabling Wi-Fi through Control Center. You can learn more about Control Center in iOS 11 here: https://t.co/G7BHuQnDS6,general_inquiry,general_inquiry,review_required,human_review_required
1531352,"@AppleSupport что это такое?? Почему это после каждой разблокировки? Стоит 11.2 бета, 6s. Издевательство,будь проклят день когда на 11 встал https://t.co/g38JeU6xDN",@475070 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,general_inquiry,general_inquiry,review_required,human_review_required
