customer_tweet_id,customer_text,reply_text,human_intent
1159176,@AppleSupport Yes..still battery runs out too quickly,@392687 Got it. Go ahead and send us a DM of your Settings &gt; Battery &gt; Battery Usage and we can continue to work together. https://t.co/GDrqU22YpT,battery_power_issue
2771809,"@AppleSupport It’s just my home screen that changes, when no apps are open or in background",@774791 Thanks for that information. Which specific iOS version are you using currently?,ios_software_issue
2468869,fix the letter i @AppleSupport,@706310 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,ios_software_issue
1804618,"My iPhone battery drains fast and I’m not sure how to fix it, I have a 5s. @115858 Help!",@542225 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT,battery_power_issue
2510983,@AppleSupport Can you tell me what this SpringBoard is and why it’s using mobile data? https://t.co/kjwv0MbJAy,@159328 Thanks for reaching out to us. DM us and tell us which version of iOS you're running. https://t.co/GDrqU22YpT,connectivity_issue
2910442,@AppleSupport what gives?! Constantly I have songs downloaded to my phone and added to a play list then they simply disappear and have to download again?!! https://t.co/JNUIuNFMZJ,"@278210 Hi there. Are these songs you've purchased through iTunes Store, or downloaded from Apple Music. Please DM additional details. We'll meet you there to help. https://t.co/GDrqU22YpT",app_service_issue
2300172,@AppleSupport I updates to 11.1.1 and the speed improved. But i can get multiple apps to drag and drop at the same time. How come?,"@667599 If we're understanding correctly, you are able to move two apps at one time. Is that right? Please DM us. https://t.co/GDrqU22YpT",ios_software_issue
2128107,@AppleSupport is this a legitimate email or a scam? https://t.co/n8O8xTpOoq,@626512 We'd like to help. This email does not appear to be legitimate. You can find more info about this here: https://t.co/LNMCdqt6fD,general_inquiry
2304557,@AppleSupport I’m trying to send pictures via iMessage after the newest update but none of my photos will fully download from iCloud? It says “unable to share” and that there was an error. Could you help me sort out the problem please?,@668656 We want you to be able to share your pictures with your friends and family from the Messages app. Let's see if we can get down to the bottom of this with you. Are you connected to Wi-Fi? Are you able to share the photos from the Photo's app?,icloud_issue
486291,@AppleSupport 11.1.2 and the screen flashes black and turns off music or whatever I have going on then the lock screen comes on https://t.co/9uTLFgN2HC,@230701 Got it. Are you streaming music via Wi-Fi when this occurs?  Also are you keeping regular backups of the iPhone in iTunes or iCloud?,ios_software_issue
845822,@AppleSupport Give me some credit! That was the first thing I tried....problem persists,@321037 Thanks for trying those steps. Let's follow up in DM. We'll take a further look there. https://t.co/GDrqU22YpT,general_inquiry
1540557,@AppleSupport I updated my software and I am still unable to see the new emojis. When will you fix this?,@477445 We'd like to help you enjoy the new iOS update. DM us and we'll continue with you there. https://t.co/GDrqU22YpT,ios_software_issue
1734380,"Caroline hates this I️ thing. So Caroline will be speaking in third person about herself until further notice. Also, fuck you @115858",@358821 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,ios_software_issue
2031565,Will there be another update @115858 soon? It would be nice if my phone could relay all vowels.,@600719 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,ios_software_issue
300616,@AppleSupport I had to reboot it in order for it to work again. I can’t even turn off my phone because it’s hanging. Pls pls fix this,@187673 We'd love to help you out with what you're experiencing. Please send us a DM. https://t.co/GDrqU22YpT,ios_software_issue
1687684,"Dear @115858 

This phone was too expensive for the damn “i” to be broken. The fuck 😒","@512497 Hi. We are here to help. Check out this link which should help:

https://t.co/xU1AGHStV6",ios_software_issue
2774298,Hey @115858! Love my iPhone X.  Some of my apps are crashing.  How long could these apps take to update to your new technology?,"@775340 We're glad to hear that you love your iPhone X! What apps do you notice that quit unexpectedly? If they are third party ones you've downloaded check out this link: https://t.co/fUZ0NRJxcn
DM us if they are Apple apps you need some assistance with. https://t.co/GDrqU22YpT",app_service_issue
503621,I left my house at 12  with my phone at 90% and my phone is on 7% @115858 fix ur phones,@235358 Battery life is something we all rely on to keep our products running throughout our busy days. Let's see what's up with your battery and how we can make it better for you. Which iPhone model and iOS version are you using? We'll start there.,battery_power_issue
2136653,Good God @AppleSupport I️ need an update,@628540 We know how important it is to have what you type come out correctly. Refer to these steps: https://t.co/xU1AGHStV6,ios_software_issue
2285870,Can you explain this?! @115858 @AppleSupport https://t.co/rQC71MLKnL,@664236 Let's restart the device and clean any debris on the surface of the screen. Let us know if the issue persists.,device_hardware_issue
2545629,"@AppleSupport (2/2) ... and my battery doesn’t die constantly throughout the day.  In fact, how about offering a roll-back to iOS 10?",@723554 We’re glad to help with your battery and other features that you’ve noticed changes in. Please start by explaining everything you’ve noticed and we’ll start from there via DM. https://t.co/GDrqU22YpT,battery_power_issue
484534,So freaking tired of my iPhone 6S Plus after upgrading to iOS 11 and using it for months now. My phone’s screen freezes too out of nowhere and randomly taps on-screen buttons. It’s so unusable and frustrating. Fix it ASAP @115858 @AppleSupport,@230305 We are here to help. Having your phone working is important. Let's take a look at this for you. DM us your exact iOS version and we can take a look at this. https://t.co/GDrqU22YpT,device_hardware_issue
1397341,"@AppleSupport Thanks for your prompt respond, i manage to update my device. However, i still find sometimes whenever i click, i hardly fire up the apps.","@444943 We'll do all we can to help with both your iPhone and Mac. Let us know what country you're in via DM, we'll continue there: https://t.co/GDrqU22YpT",ios_software_issue
1527737,@AppleSupport @474356 My phone will simply not activate. Went to ATT and got a new sim... nothing. Is the server completely overloaded over there?,@202477 What's the error message you're receiving when trying to update your device?,connectivity_issue
1224422,@AppleSupport why will my phone not connect to find my iPhone or NFL fantasy? But I can text? And twitter? Why does IPhone 7 suck when 8 is?,@407245 Let's look into your connection issues. Send us a DM with your current iOS version to get started. https://t.co/GDrqU22YpT,connectivity_issue
1277225,@AppleSupport It’s telling people they don’t have an acct,@418926 Thank you. We’re investigating and will update our System Status page as more info becomes available: https://t.co/Fcu0biZf0L,apple_id_account
2296203,"@AppleSupport , setting up iPhone X as new mobile under existing Apple ID.  End result: Apple ID got locked out without at anytime mistyping password. Later forced to change password and naturally laptops, all devices need to have password changed as well. WHY?????","@258320 We want to help with this Apple ID issue. Just to make sure we fully understand, are you having to change your Apple ID password each time or are you just needing to update your password?",apple_id_account
1770059,Okay but I wanna know @115858 is going to fix this question mark box bs 🙄,@532144 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,ios_software_issue
1999796,Ok @115858 — this iPhone text glitch is NOT cute. #FIXIT #UPDATE,"@591302 We'd be happy to take a look. Send us a DM letting us know more about what's going on, and we'll continue from there. https://t.co/GDrqU22YpT",ios_software_issue
2035828,@AppleSupport is there a reason why you guys won’t accept my credit card details?,@451006 We're happy to get you pointed in the right direction. Were you able to connect with iTunes Store Support? Let us know in DM. https://t.co/GDrqU22YpT,billing_refund
1358151,@AppleSupport I forwarded the email. I’m hoping that my account wasn’t hacked into. I changed my password through that email.,@156813 Send us a DM so we can discuss what needs to happen next to ensure your Apple ID is secured. https://t.co/GDrqU22YpT,apple_id_account
1329294,@AppleSupport @118721 please help me out guys. Link in the invoice receipt is not working for me to report.,@305448 You'll need to speak with iTunes Store support. Use the link we shared to find your options for speaking with them.,billing_refund
481717,@115858 @917 why is the iPhone X Snapchat quality worse than the iPhone 6? Please fix it.,@229495 Let's take a look at this together. Is SnapChat the only application that you're noticing a quality difference in? Let us know in DM and we'll get started. https://t.co/GDrqU22YpT,app_service_issue
1217559,@AppleSupport Your cyber hub rep (Gurgaon) has sent the phone to Bangalore to diagnose the issue.,@405701 Thank you for contacting us. Please send us what happened to your device in a DM. https://t.co/GDrqU22YpT,device_hardware_issue
505062,@AppleSupport iOS 11.1.2,@235789 Thanks. Let's look into that further. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,ios_software_issue
2281167,When @115858 finally comes out with the update to fix the ‘I’ glitch 😭😭,"@663100 We're here to help. An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",ios_software_issue
869908,"@AppleSupport if I do a season pass of a show &amp; decide I’m not liking it, can I cancel and get credit for the unreleased episodes?",@326558 We appreciate your questions. Send us a DM and we'll continue there. https://t.co/GDrqU22YpT,app_store_purchase
1413522,@AppleSupport help? https://t.co/WWfVup8cqG,@448495 We'd recommend trying the steps here: https://t.co/Ui1yTnOCUz let us know the results. https://t.co/GDrqU22YpT,general_inquiry
503585,@AppleSupport Random. I’m running 10.13.1. The computer is about 8 months old. This just started with my last OS update.,@235352 Let's see if we can better isolate out what is causing the behavior. Does the same thing happen when using the computer in safe mode? https://t.co/PQ4LSYhUTY,general_inquiry
2271642,"@AppleSupport Since updating to 11.1.2, my 5S loses almost one percentage point a minute, even when no apps are running. If I listen to music, I've got about an hour, tops. A text eats up a good 5%. My battery does not need service. When are you releasing a fix? This is madness.",@660893 That's certainly not normal behavior at all. We know how important your battery is and we'll be happy to troubleshoot this with you. The iPhone has the ability to self-diagnose some battery concerns. Do you see this service battery message? https://t.co/KyywFa9iZ3,battery_power_issue
146777,"@AppleSupport iPhone 6, ios 11.1.2. and i’m not to brave to upgrading, becuse from ios 11 is my iphone slower, and slower as it upgraded.",@149321 Thanks for that info. Could you tell us what you were doing when this happened? Did you exit an app in landscape mode?,ios_software_issue
1507027,Awkward moment in the store when Apple Pay wouldn't allow me to pay. #thanksapple @115858,"@469762 That’s not the experience we want for you. Give us some details on what happened when you tried to use Apple Pay, and we'll help out.",billing_refund
1351974,"@AppleSupport Yesterday morning, it freezes then the screen either goes black or back to the home screen. Has turns itself off yesterday and today too 😩",@435268 We'd like to take a look into this with you. Could you please send us a DM so we can gather some additional info? https://t.co/GDrqU22YpT,ios_software_issue
919193,@338208 @AppleSupport Was this resolved I have the same issue,"@338207 Let's look into this together. What's the exact issue you're seeing, and the version number of iOS 11 installed on your iPad?",general_inquiry
1584602,@AppleSupport Why do I️ need to do this at all? Can’t you guys release a patch to fix it?,@487599 The article offers a temporary solution and some additional info. Send us a DM if you have any other questions. We're here for you. https://t.co/GDrqU22YpT,ios_software_issue
2112739,@AppleSupport my iphone 6s won't update anymore help,@623015 We're happy to assist. Let's try working through a few steps listed here: https://t.co/p76Gaa97kg Let us know if that helps.,ios_software_issue
2832274,@115858 can y’all fix this please,"@788547 We'll be happy to work with you to get to the bottom of this. iOS 11.1.1 should fix any autocorrect issues. Are you seeing the error still when typing your own messages or viewing other people's messages? Join us in DM, we're here for you. https://t.co/GDrqU22YpT",ios_software_issue
311635,"@AppleSupport I’ve already had someone from Apple try and help and nothings worked. It’s not a big deal, I’m just getting frustrated.","@190417 If you'd like to have us look into this further, connect with us in DM, we'll continue from there: https://t.co/GDrqU22YpT",general_inquiry
1340816,"@AppleSupport haha, thanks, but its all good, i don't need a new update, i can't wait 3 more hours. :) will do it someday else. thanks anyways.","@432733 We understand. Should you have any additional concerns, please don't hesitate to contact us.",ios_software_issue
2957143,So apparently there’s some issue with @AppleSupport #HighSierra that makes your #mac easier to hack. I’m being told to avoid this update like the plague.,@816270 Let's look into this for you. Send us a DM and we can go over some options with you.,ios_software_issue
2282184,Alright @AppleSupport @115858 are y’all gon fix this shit or no?,@579689 We're here to help. Send us a DM telling us what's happening and with what device. https://t.co/GDrqU22YpT,general_inquiry
1671264,@AppleSupport LIKE WHAT IS THIS https://t.co/Q3R8KtQyCU,@508715 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,ios_software_issue
1900229,Whatever happened to @115858 having good customer service. Seriously thinking about what my next device will be. signed #previousfanboy,@566289 Thanks for reaching out to us. Can you please send us a DM and let us know the issue that you are having? https://t.co/GDrqU22YpT,general_inquiry
2279901,Hey @115858  when the hell are you fixing this glitch. I’m tired of seeing I️,"@662812 We want your keyboard working for you; we'll do all we can to help. To start, we released iOS 11.1.1 which is meant to address this issue. If you haven't already, let's update with these steps: https://t.co/ahjigcvFRG",ios_software_issue
1508032,@115858 I’m gonna need you to figure out this bug with the letter I️,"@470014 Hey, we can offer some assistance with that. DM us the iOS version and we'll take it from there. https://t.co/GDrqU22YpT",ios_software_issue
2376068,@AppleSupport No it randomly started happening. It will freeze at random times and then I have to restart. The screen will continue playing but the keyboard and trackpad stop working. Power button still works,"@685351 Got it, thanks! So we can look closer into this with you, reach out to us in DM and we'll continue further from there. https://t.co/GDrqU22YpT",device_hardware_issue
1346679,"@AppleSupport @434036 Chat doesn’t work either.. spins and then says “Chat is unavailable at this time, try again later”",@363184 We'll do our best to help out. Send us a DM and we'll work together from there. https://t.co/GDrqU22YpT,general_inquiry
1919958,"@AppleSupport iOS 11.0.3 has made my 6s slow, laggy and frustrating to use. Battery also drains the battery much faster.",@571584 That is certainly not an experience we want you to have with your device. We'd like to help. Let's meet in DM. https://t.co/GDrqU22YpT,battery_power_issue
1575030,@AppleSupport I like the beta. I’m on the latest version. That message comes up all the time,"@485362 Got it. If you have any issues, such as this, while using the public beta, submit feedback here: https://t.co/OTNGzDuUXI",ios_software_issue
1531352,"@AppleSupport что это такое?? Почему это после каждой разблокировки? Стоит 11.2 бета, 6s. Издевательство,будь проклят день когда на 11 встал https://t.co/g38JeU6xDN",@475070 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,ios_software_issue
2144608,@AppleSupport Yeah thanks for absolutely nothing,"@630521 If the workaround isn't working, let's continue working together in DM. https://t.co/GDrqU22YpT",general_inquiry
2134857,"@AppleSupport Ok that worked. How about the sms bug? That causes messages to get stuck below the keyboard. And the fact I can’t attach photos from the photo to sms. Or that my camera constantly freezes up. Don’t know why but can’t see to connect to WiFi anywhere, even at home, my wife can.",@314773 We want to make sure we address all your issues. Send us a DM &amp; we'll continue there. https://t.co/GDrqU22YpT,connectivity_issue
2627736,Alguien sabe que pasa con @AppleSupport actualizar dos iphone y se quemaron! Y ahora actualizo MacBook y no arranca ??? @93688,@742172 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,device_hardware_issue
2595560,@115858 been months and I've been trying to update my phone this keeps happening what do I do https://t.co/kV1Mh1dDfm,"@734937 We'd be glad to work with you on this. To get started, check out the ""If you can’t reach the update server or can’t verify the update"" section of this article for steps to take when you see this error: https://t.co/yiZpFcriJA Let us know if troubles continue.",ios_software_issue
2420105,"@115858 please help! My fathers iPhone 7plus is locked on the apple startup screen, he has done a hard reset, iTunes won’t recognize the phone when plugged in and we can’t get it to work.",@675575 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,ios_software_issue
2364583,@applesupport - My appleTV’s digital audio out has stopped working. Was fine till decided to update software.,@682684 We understand how important the audio is to your viewing experience. Reach out to our Apple TV experts for support here: https://t.co/IBIY3vMgPj,app_service_issue
1083993,@AppleSupport I just upgraded to 11.0.3 and top layout is messed up. Suggestions to fix? Already turned on/off. Thx https://t.co/hvYhQJTnlW,@375695 Thanks for reaching out to us. Are you seeing anything in particular that seems out of place?,ios_software_issue
971696,@115858: iOS 11.0.2 is an iPhone killer. Drains battery life at 1%/minute during use - turning it into a landline. When will there be a fix?,@350510 We want you to enjoy using your iPhone without worrying about battery life. Have you updated to iOS 11.0.3 yet? Try &amp; let us know.,battery_power_issue
