customer_tweet_id,customer_id,customer_created_at,customer_text,reply_tweet_id,reply_created_at,reply_text,cluster
1136011,387632,Sat Nov 25 18:27:27 +0000 2017,why are all my message historys deleted,1136010,Sat Nov 25 18:45:00 +0000 2017,"@387632 We know how important it is to be able to see your message history. We'd like to make sure we do all we can to locate that if possible. 

We've received your DM, and will continue to work with you there on finding a resolution. https://t.co/GDrqU22YpT",0
1012958,359699,Sat Oct 14 13:19:35 +0000 2017,why does my screen keep going back to darkness in iOS 11,1012956,Sat Oct 14 14:55:32 +0000 2017,@359699 Let’s investigate this together. Which device and version of iOS 11 are you using (Settings &gt; General &gt; About)?,0
743439,297760,Wed Oct 11 14:44:55 +0000 2017,"Mine too,Three chargers this yr same fking problem. £20 each in London where else I don’t know? The price you pay for phone and this happens",743437,Wed Oct 11 15:51:57 +0000 2017,"@297760 Reach out to us via DM, and we can take a look at this issue with you from there. https://t.co/GDrqU22YpT",0
2476257,707857,Wed Nov 15 19:05:06 +0000 2017,"Also, I’ve realized this all happened when I updated my phone from not this update but from the one before. I have the newest update but it didn’t fix the problem",2476259,Wed Nov 15 19:27:35 +0000 2017,@707857 Thanks for clarifying. Let's take a closer look into this in DM. Send us a message and we will follow up there. https://t.co/GDrqU22YpT,0
1973803,584544,Wed Nov 01 07:18:49 +0000 2017,Want to go back in time and uninstall the 11.03 app update. So buggy and disappointing,1973802,Wed Nov 01 13:09:32 +0000 2017,"@584544 We'd love to help. Please DM us and let us know exactly what's going on, and which device you're using. We're here for you. https://t.co/GDrqU22YpT",0
43326,125603,Wed Nov 01 15:41:48 +0000 2017,Just updated to iOS 11.1 and it's even worse... what about fixing bugs before adding emojis? 🙏,43324,Wed Nov 01 16:10:00 +0000 2017,@125603 We're here to help. Give us a few more details on what is going on and we can go from there together.,0
1342813,433177,Mon Oct 16 10:50:58 +0000 2017,bought iphone 7 . plugging in my 3.5 mm headphone to the lightning port to 3.5 converter i can feel a beep beep sound,1342811,Mon Oct 16 13:38:01 +0000 2017,@433177 Let's look into this together. Does this happen when plugging in the EarPods with Lightning connector as well?,0
1053643,368957,Mon Oct 23 13:35:06 +0000 2017,I’m actually using the 11.0.3 in a iPhone SE,1053641,Mon Oct 23 14:56:41 +0000 2017,"@368957 Would you mind joining us in DM, please? We'd like to continue our conversation there. https://t.co/GDrqU22YpT",0
484445,230277,Fri Dec 01 22:12:25 +0000 2017,The Volume up and down worked thank you,484447,Fri Dec 01 22:44:51 +0000 2017,@230277 You're welcome. We're glad to hear that helped.,0
2894778,802231,Tue Nov 28 15:44:43 +0000 2017,"After persistent notifications to update, I attempted to update my iPhone 7 to iOS 11.1.2, which bricked my phone. I tried to update via iTunes, which didn't work. I tried to restore the phone, which failed with multiple computers and cables.",2894777,Tue Nov 28 15:55:00 +0000 2017,@802231 We'd be happy to help with this. Send us a DM and we'll get started there. https://t.co/GDrqU22YpT,0
1740871,525237,Tue Nov 07 14:30:49 +0000 2017,sort out your customer service in Stratford Westfield. It's appalling.,1740870,Tue Nov 07 17:08:00 +0000 2017,@525237 That's not the experience we'd want you to have. Send us a DM with details of your experience and we will continue from there.,0
2449488,702054,Wed Nov 15 02:38:08 +0000 2017,"Hey , think we can fix this insanely stupid feature where iOS turns on bluetooth every morning against my will?Why cant you let me, a grown adult, make those basic decisions for myself? Its stupid crap like this that pushes me that much farther to your competitors.",2449487,Wed Nov 15 03:05:56 +0000 2017,@702054 There has been a change to the way Bluetooth and Wi-Fi function from the Control Center. If you want to turn them off completely you’ll need to go to Settings &gt; Bluetooth.  This article will give you more information about the change: https://t.co/G7BHuQnDS6,0
1497338,467649,Fri Nov 03 10:33:49 +0000 2017,Can’t believe Apple’s shipped a mac with misaligned camera to a royal customer(me :p) !? Or is it on purpose?,1497337,Fri Nov 03 12:42:06 +0000 2017,@467649 Let's look at your camera issue. DM us which Mac you have and we'll get started. https://t.co/GDrqU22YpT,0
1418015,449591,Thu Nov 02 00:02:02 +0000 2017,Ps iPhone 6,1418018,Thu Nov 02 00:40:00 +0000 2017,@449591 Let's look into this further in DM. Share if this continues after restarting the phone and we'll continue there. https://t.co/GDrqU22YpT,0
2341713,677358,Mon Nov 13 18:06:05 +0000 2017,Screen doesn’t respond for minutes on end. I have restarted it numerous times. Screen looks in great condition. #help,2341715,Mon Nov 13 19:06:36 +0000 2017,@677358 Good to know. Which iOS version are you experiencing these issues on?,0
1724830,521677,Tue Nov 07 02:50:35 +0000 2017,Hey let’s fix this... I️ I️ I️ I️ I️,1724829,Tue Nov 07 04:40:29 +0000 2017,@521677 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0
1011804,359403,Sat Oct 14 01:25:43 +0000 2017,Are the EarPods with 3.5mm Headphone Plug the same as the ones that come with the iPods 5th Gen,1011803,Sat Oct 14 01:52:30 +0000 2017,@359403 They are. The EarPods that came with the iPod touch (5th generation) had the 3.5mm connector.,0
2622706,211254,Fri Nov 17 14:25:45 +0000 2017,do Apple still do the #iPhone7 or have they stoped doing that now ?,2622704,Fri Nov 17 16:28:00 +0000 2017,"@211254 Hey there! We do still offer the iPhone 7. Please send is a DM with your country, and we'll look to see if it's available. If so, we can link you over to more details. https://t.co/GDrqU22YpT",0
2485863,710078,Wed Nov 15 13:17:43 +0000 2017,can you please help me to get rid of this pop up that keeps coming on my macbook Air. If anyone from my list knows the solution please do help :-) #AppleSupport,2485861,Wed Nov 15 15:47:42 +0000 2017,@710078 We've received your DM to us about this issue as well. We will be responding to you in there shortly. Thank you!,0
2079641,615058,Mon Oct 09 18:43:50 +0000 2017,"Hello, i want to remove this other data 😅",2079640,Mon Oct 09 19:36:28 +0000 2017,"@615058 We'd be glad to walk you through the Other storage on your iPhone. Let's move to DM, and we'll continue there. https://t.co/GDrqU22YpT",0
1834642,550259,Wed Oct 18 13:14:37 +0000 2017,"My lock-screen keeps disappearing. The date, time and notifications won’t show and I have to restart the phone. (Iphone 7s)",1834640,Wed Oct 18 14:23:49 +0000 2017,@550259 Thanks for reaching out. Which iOS version are you currently running? DM us more info and we'd be happy to help. https://t.co/GDrqU22YpT,0
1170313,395259,Sun Oct 15 20:23:55 +0000 2017,11.0.3 latest version updated. Also tried the ‘switch off and on’ the phone suggestion.,1170315,Sun Oct 15 20:32:00 +0000 2017,@395259 Let's work on this together. What else have you tried? Let us know in DM and we'll get started. https://t.co/GDrqU22YpT,0
199326,162979,Wed Oct 04 12:07:04 +0000 2017,Is it normal to go 7x Apple Store BXL for a defect device ( still not working)100290426469,199325,Wed Oct 04 14:25:26 +0000 2017,@162979 We'd like to look into this with you. Please DM us and we'll continue support with you there. https://t.co/GDrqU22YpT,0
1927558,573655,Fri Oct 27 15:15:43 +0000 2017,Hey get your shit together. Nothing on my phone works right since I updated it.,1927556,Fri Oct 27 17:57:00 +0000 2017,"@573655 We'd be happy to look into what's going on with your iPhone. To start, can you DM us more info on what you're seeing? https://t.co/GDrqU22YpT",0
1418036,449592,Wed Nov 01 22:49:48 +0000 2017,my phone keeps autocorrecting “I” to “ I️ “ and it’s really annoying,1418035,Wed Nov 01 23:22:26 +0000 2017,@449592 We want to help. Please DM us what iOS version you have and we'll continue support there. https://t.co/GDrqU22YpT,0
1454602,457609,Thu Nov 02 00:43:12 +0000 2017,For real y’all gotta fix this ASAP. I️ look like a fool in emails already but this is another level,1454601,Thu Nov 02 01:22:34 +0000 2017,"@457609 We're here to help. Let's work on this together. DM which iOS version you're using. What character comes up when you type ""I""? https://t.co/GDrqU22YpT",0
523830,241076,Sat Dec 02 03:39:14 +0000 2017,The Photos app on my MacBook Pro keeps shutting down immediately after opening it. Whats going on??? I need to edit my pictures. This has been happening all week with no solution after sending the report to Apple. I am running the latest software. Thanks,523829,Sat Dec 02 05:03:24 +0000 2017,@241076 We're here for you! Is this happening with any other apps? What's the exact macOS version you're using? Tell us in DM: https://t.co/GDrqU2kzhr,0
1589883,488848,Sat Nov 04 20:07:31 +0000 2017,It’s bigger than that. I’ve been having Safari on Mac display “I️” as that in some cases. Have also seen it in notifications on iOS.,1589880,Sat Nov 04 23:56:28 +0000 2017,"@488848  It's important to note that if you are observing a post made from an iOS device experiencing this, you will see the image.",0
1970662,583747,Wed Nov 01 00:24:59 +0000 2017,Ok who do I have to blame for none of my pics going through today? and the update or for shoddy service today. Both?,1970661,Wed Nov 01 00:36:56 +0000 2017,"@583747 Thanks for reaching out to us. Can you please explain in DM, more detail about your issue? That way we can better understand. https://t.co/GDrqU22YpT",0
682195,282814,Thu Oct 05 17:13:58 +0000 2017,"dont know why u gave authorisation to any body for service centre in india,my problm stil in existense, worse service of apple",682193,Thu Oct 05 18:02:32 +0000 2017,@282814 Thanks for reaching out. We got your DM and will work with you there.,0
710055,289783,Tue Oct 10 20:35:15 +0000 2017,iPhone 7. Ios11.0.1 I heard the same abt 11.0.2 that why I’m not updating it.,710054,Tue Oct 10 21:12:00 +0000 2017,"@289783 Reach out to us via DM, then we can work together on getting this figured out from there. https://t.co/GDrqU22YpT",0
2117176,306079,Wed Nov 08 04:47:28 +0000 2017,hi guys. Is there something wrong with tvOS 11.2 public beta 2? Installation fails on multiple of my units.,2117175,Wed Nov 08 14:16:00 +0000 2017,@306079 Thanks for reaching out! Our Apple TV experts can look into this with you. You can reach them here: https://t.co/IBIY3vMgPj https://t.co/GDrqU22YpT,0
1478056,285893,Thu Nov 02 21:26:03 +0000 2017,i had to reboot my phone 4 today. This is iOS 11. Nightmare. I don’t know 1 person happy w it,1478054,Thu Nov 02 23:22:00 +0000 2017,"@285893 Hey, let's meet in DM and we can look into some details from there. https://t.co/GDrqU22YpT",0
2068634,611750,Sun Oct 08 14:49:39 +0000 2017,iOS 11.0.2 upgrade now phone is even slower. Oh &amp; my photos disappeared. Tired of crappy products. Hope you can fix this one.,2068633,Sun Oct 08 17:26:52 +0000 2017,@611750 We'd like to help you resolve these issues. Let us know if your photos were being synced with iCloud Photo Library via DM. https://t.co/GDrqU22YpT,0
1091372,377502,Mon Oct 23 23:22:55 +0000 2017,fix this wtf,1091371,Mon Oct 23 23:30:00 +0000 2017,@377502 We'd like to work with you. Let's take a look in DM. Send us some details about the issue here: https://t.co/GDrqU22YpT,0
791603,308752,Thu Oct 12 23:36:02 +0000 2017,"I’m running iOS 11.0.3 most recent update. Yes I have a protective case on the phone, but it was also on here before w/ zero issues. Thanks",791604,Thu Oct 12 23:44:00 +0000 2017,"@308752 Does the issue continue with the case off? Let us know in a DM, we'd like to continue to assist. https://t.co/GDrqU22YpT",0
266072,179385,Thu Oct 05 22:18:10 +0000 2017,Upgraded 6 plus to iOS 11 now my touchscreen is broken. Can't go back to 10.3.3 or afford the $150 replacement. Please advise,266071,Thu Oct 05 23:22:00 +0000 2017,"@179385 You've reached the right place for support. To start, send us a DM with the country where you're located. https://t.co/GDrqU22YpT",0
2045229,604837,Wed Oct 04 18:24:08 +0000 2017,please please please fix ios11 - unacceptable to have an update make older phones basically stop working or become so slow!!,2045228,Wed Oct 04 18:34:43 +0000 2017,@604837 We're happy to help. DM us with your iPhone model and details on the issues you're experiencing and we'll go from there. https://t.co/GDrqU22YpT,0
940594,342979,Sat Oct 21 05:08:27 +0000 2017,After ios11.0.3 update my phone(5s) getting hang/stuck several times.,940593,Sat Oct 21 15:41:33 +0000 2017,@342979 Send us a DM. Let us know the country you're in. https://t.co/GDrqU22YpT,0
2962900,817567,Wed Nov 29 21:09:49 +0000 2017,some songs won’t let me play but if I select the track before and skip it does. I don’t want to have to delete and re download my whole library how can I fix this,2962898,Wed Nov 29 21:27:27 +0000 2017,@817567 We want to help. Which version of iOS are you using? You can check in Settings &gt; General &gt; About.,0
1762947,530405,Tue Nov 07 19:46:45 +0000 2017,tbh the new iOS update ruined my life. Wtf is “A [?]”???,1762946,Tue Nov 07 20:58:00 +0000 2017,@530405 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0
619427,157897,Wed Nov 22 15:23:01 +0000 2017,"I have but you ignore me, thanks for nothing. 3 scheduled callbacks and not one call just broken promises",619429,Wed Nov 22 16:05:29 +0000 2017,@157897 This is not the experience we want you to have. DM us and we'd be happy to look into this. https://t.co/GDrqU22YpT,0
684366,283330,Thu Oct 05 18:06:19 +0000 2017,. Another #iOS11 gripe: you need to improve how active audio apps sync to the Control Center. I'll pause one and another plays. #wtf,684365,Thu Oct 05 18:56:32 +0000 2017,@283330 Please join us in DM. We'd like to hear more about what you're encountering. https://t.co/GDrqU22YpT,0
2062512,609981,Fri Oct 06 08:57:20 +0000 2017,fix the battery life pls,2062511,Fri Oct 06 14:30:15 +0000 2017,"@609981 We’re here to help with any issues you’re having. Which iOS version are you running? Let us know in DM, and we’ll continue there. https://t.co/GDrqU22YpT",0
491469,232099,Sun Dec 03 21:08:22 +0000 2017,I’m using the 6 Plus right now lol,491471,Sun Dec 03 21:30:00 +0000 2017,@232099 What version of iOS are you running? Find that in Settings &gt; General &gt; About.,0
1024291,362402,Sun Oct 22 23:29:10 +0000 2017,"ummm, y’all should def change this auto brightness bullshit because it annoys tf out of me. Was much better when you had a choice.",1024289,Sun Oct 22 23:59:00 +0000 2017,@362402 We are here to help! Check out this article on how to turn off this feature in iOS11: https://t.co/bkqEVCrK2l,0
2096022,619232,Tue Oct 10 14:07:19 +0000 2017,Hello. My iPhones are basically usable thanks to iOS 11.0.2. Is there a fix coming?,2096021,Tue Oct 10 15:45:07 +0000 2017,@619232 What exactly is going on with your devices? We'd love to work with you to figure out a solution. Send us a DM. https://t.co/GDrqU22YpT,0
1928792,230638,Thu Oct 26 19:30:18 +0000 2017,"ever since this new update my 📱 has been screwing up 😡. Not loading videos, freezing etc. I’m about 2 switch to #apple",1928791,Thu Oct 26 20:32:00 +0000 2017,@230638 That's not the type of experience that we'd like for you to have. Please click here to join us in DM. We'll continue there: https://t.co/GDrqU22YpT,0
1219261,338713,Wed Oct 25 14:47:49 +0000 2017,iPhone 6s and it’s IOS 11.0.3,1219263,Wed Oct 25 15:18:00 +0000 2017,@338713 Awesome! Thank you for keeping your iPhone updated. Could you DM us and we can begin from there? https://t.co/GDrqU22YpT,0
1153896,391481,Tue Oct 24 17:58:57 +0000 2017,"Yes, family subscription. My wife is the organizer.",1153897,Tue Oct 24 18:17:01 +0000 2017,@391481 Join us in DM so we can better assist you with this: https://t.co/GDrqU22YpT,0
2369376,683794,Mon Nov 13 23:58:01 +0000 2017,I did the forced update on my iphone and now my battery dies every 20 minutes so that’s cool. Fucking scam,2369375,Tue Nov 14 00:12:54 +0000 2017,@683794 We want you to have an iPhone that works. Please send us a DM and we'll work on this together. https://t.co/GDrqU22YpT,0
2583247,732059,Thu Nov 16 22:03:16 +0000 2017,so i guess the letter “i” is permanently fucked for my iphone and i’m gonna see it as a mystery box forever thanks,2583245,Thu Nov 16 23:14:00 +0000 2017,"@732059 We appreciate you reaching out. Are you experiencing this issue on your device when you type the letter i? If so, back up your device and then update. Here's how to back up: https://t.co/tHicJHSFZm",0
168782,698207,Tue Nov 14 20:59:28 +0000 2017,How do you close a app when it crashes? When you had the home button you could double tap and force quit!,2432856,Tue Nov 14 21:23:40 +0000 2017,@698207 We'd like to help! Check out this article: https://t.co/RqqIctrDWV,0
261349,178228,Fri Oct 06 00:41:32 +0000 2017,LTE doesn’t work half the time cuz the new update has it always trying to find a WiFi to connect to instead.,261351,Fri Oct 06 01:56:00 +0000 2017,@178228 Turning off Wi-Fi in the Control Center will disconnect networks temporarily. Try these options out: https://t.co/mke66LHaH4,0
90225,135578,Thu Nov 30 16:26:38 +0000 2017,iPhone Mac laptop and iPad,90226,Thu Nov 30 16:48:40 +0000 2017,@135578 We want to help. Let's continue in DM. https://t.co/GDrqU22YpT,0
1446432,186729,Thu Nov 02 14:28:58 +0000 2017,". hey, you've updated but iPhone 6s's are still freezing out of nowhere. I can't use my phone when that happens. iOS11 has been awful",1446430,Thu Nov 02 16:13:00 +0000 2017,@186729 We'd love to help out. Do you know what version of the iOS is on the device?,0
2371060,684173,Tue Nov 14 01:24:48 +0000 2017,It seems to have resolved itself. Thanks for the quick response 😀,2371062,Tue Nov 14 01:28:26 +0000 2017,@684173 We're glad to hear it. Let us know if we can be of any additional assistance in the future.,0
2076226,614043,Tue Oct 10 04:37:14 +0000 2017,wanna roll out that next update that fixes all the battery issues the current one has??,2076225,Tue Oct 10 13:02:33 +0000 2017,@614043 We understand how important your battery life is. We can help! Which device are you using? DM us and let us know. https://t.co/GDrqU22YpT,0
2082001,189855,Tue Oct 10 16:30:10 +0000 2017,The workout recovery rate only possible see in day?it isn’t possible to see it later in the app health or workout in iPhone?,2082000,Tue Oct 10 17:52:33 +0000 2017,"@189855 To view more information about your past workouts, use the Activity app on your iPhone: https://t.co/rvH6dpDIWq Questions? DM us! https://t.co/GDrqU22YpT",0
1765114,530927,Tue Nov 07 20:32:21 +0000 2017,macOS High Sierra has ruined my mid-2014 MB Pro. Freezes require a forced power off and reboot several times a day.,1765113,Tue Nov 07 21:35:00 +0000 2017,@530927 We'd be happy to look into this with you. Send us a DM to continue. https://t.co/GDrqU22YpT,0
817880,314799,Sun Oct 08 16:25:36 +0000 2017,hello! I've messaged you when you've got a minute,817878,Sun Oct 08 18:30:33 +0000 2017,@314799 We've received your DM. Look for our response there.,0
709067,208531,Tue Oct 10 19:38:33 +0000 2017,why can’t I just delete all notifications in one go any more?,709065,Tue Oct 10 20:34:24 +0000 2017,"@208531 If you tap on that screen, do you see an X pop up on the upper right?  If so, just press and hold the X and you can Clear All.",0
1913299,569917,Wed Oct 25 18:54:10 +0000 2017,I love you but my #iphone6 is super slow after the update!,1913298,Wed Oct 25 19:07:59 +0000 2017,@569917 Thanks for reaching out! Let us know which version of iOS you’re running in DM so we can take a closer look at this issue. https://t.co/GDrqU22YpT,0
1756425,528882,Wed Nov 08 01:24:28 +0000 2017,I’m sorry but that didn’t fix a thing 🤷🏽‍♀️,1756427,Wed Nov 08 01:50:31 +0000 2017,@528882 Let's take a look at the details. Send us a DM using the link below and we'll continue. https://t.co/GDrqU22YpT,0
1514413,471387,Fri Nov 03 13:01:08 +0000 2017,Bon c’est quand que mon app message marchera ?,1514412,Fri Nov 03 18:23:27 +0000 2017,@471387 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,0
2804441,782226,Wed Nov 22 01:53:50 +0000 2017,FIX THIS FUCKING “I️ ❔” BULLSHIT,2804440,Wed Nov 22 02:02:28 +0000 2017,"@782226 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.2. For more info, check out: https://t.co/4f8hwT5to6",0
2137228,628680,Wed Nov 08 21:49:06 +0000 2017,Sometimes. Sometimes it gives the dead battery picture.,2137230,Wed Nov 08 22:20:34 +0000 2017,@628680 Thanks for clarifying. Let's continue in DM; we'll look into more support options there. https://t.co/GDrqU22YpT,0
2894732,802218,Tue Nov 28 15:48:49 +0000 2017,"is there going to be a fix for #carplay? Msgs not being read, navigation not working properly. Forums are blowing up with problems!",2894730,Tue Nov 28 16:04:40 +0000 2017,"@802218 We'll be happy to help you out. If you're having trouble with CarPlay, you'll find assistance here: https://t.co/pg90dhXKAJ

If your issues persist after exhausting all the steps in the article, refer to your car manufacturer for additional help.",0
1644608,228617,Mon Nov 06 01:20:32 +0000 2017,Yeah that didn’t work.,1644610,Mon Nov 06 02:48:00 +0000 2017,@228617 Send us a DM and we can look into this further with you. https://t.co/GDrqU22YpT,0
82058,134161,Thu Nov 30 04:24:55 +0000 2017,"to unlock my iPhone, it happened every time. Sorry I took so long to answer, had to buy a new one 😕. The old one says Error 9 when trying to restore. Is there a solution?",82056,Thu Nov 30 13:15:00 +0000 2017,"@134161 We’ll want to be sure to follow the steps listed here for restore error 9: https://t.co/lMMVPdjGNN 

Let us know if you’re still having issues after completing the steps.",0
1213481,404813,Wed Oct 25 16:19:29 +0000 2017,"Queridos , después de instalar la nueva actualización iOS, es insólito que la batería del IPhone 7 dure menos de 6 horas 😤",1213479,Wed Oct 25 16:41:38 +0000 2017,@404813  We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,0
807408,312399,Thu Oct 12 17:42:40 +0000 2017,Sounds the same bug then. Any suggestions ?,807407,Thu Oct 12 18:05:31 +0000 2017,@312399 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,0
362498,201857,Sun Oct 08 16:22:37 +0000 2017,Will do. Thank you,362497,Sun Oct 08 18:19:00 +0000 2017,"@201857 No problem, we're happy to help.",0
1930818,574558,Sat Oct 28 08:01:30 +0000 2017,My iPhone 6 is struck in recovery mode and won't update or restore using iTunes. Please help,1930817,Sat Oct 28 14:12:30 +0000 2017,@574558 Thanks for reaching out. Please send us a DM letting us know what steps you have tried so far and we can go from there. https://t.co/GDrqU22YpT,0
2343710,677826,Mon Nov 13 12:46:25 +0000 2017,"I updated my iOS yesterday, from then, my iPhone screen stopped working. 😒 I guess wants everyone to update!🤣",2343709,Mon Nov 13 15:47:30 +0000 2017,@677826 We want to help. DM us and we can get started. https://t.co/GDrqU22YpT,0
1472750,461846,Fri Nov 03 00:29:18 +0000 2017,"why does iPhone now shut off mobile data to WiFi, with no wifi connections IOS 11.1? And not syncing any Bluetooth devices?",1472749,Fri Nov 03 01:28:00 +0000 2017,@461846 We're here for you. Please DM us some further details and we can go from there together. https://t.co/GDrqU22YpT,0
1983086,586984,Wed Nov 01 20:50:58 +0000 2017,What the fuck ! All these magical characters when I type “I️” I️,1983085,Wed Nov 01 21:40:46 +0000 2017,@586984 We want to get you on the path to a resolution. Let us know in DM if you have predictive text on and what device you have. https://t.co/GDrqU22YpT,0
1738835,524820,Tue Nov 07 13:24:52 +0000 2017,stop fucking with my phone I’m too broke to buy a new one I️ don’t need this kind of stress in my life right now,1738834,Tue Nov 07 16:34:28 +0000 2017,@524820 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0
720704,187621,Fri Oct 06 10:48:27 +0000 2017,Hello I got a new #iPhone7 from . How to authenticate whether I got the real one.I already update to #ios1102,720702,Fri Oct 06 14:47:00 +0000 2017,@187621 Great question! You can always verify your phone and coverage at our coverage check page: https://t.co/SyUHdUSsjJ,0
2130262,357399,Wed Nov 08 19:03:24 +0000 2017,Yo I just lost 20% of my battery life in 2 minutes because I updated 5 apps. Fix your shit dude,2130261,Wed Nov 08 19:46:29 +0000 2017,"@357399 We're happy to help with your battery. To start, DM us with the country where you're located and device you're using. https://t.co/GDrqU22YpT",0
